887a8134-e308-4ff1-a8f4-14a7d5200750,2026-01-15T10:44:26.176391,I want a dramatic story about ambition and wealth.,"What type of atmosphere or tone are you looking for in the story? Examples (feel free to answer differently): dark and brooding, glamorous and extravagant, gritty and realistic, mysterious and suspenseful
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Glamorous and extravagant setting,"What direction or constraint would you like for the story? Examples (feel free to answer differently): more focus on character dynamics, less emphasis on action sequences, similar tone throughout, explicit emphasis on ambition and wealth
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Character-driven and emotionally intense,"A character-driven and emotionally intense story set in a glamorous and extravagant world, focusing on ambition and wealth.",ALL
8ead85b4-1124-4930-b489-b6cbcda9a806,2026-01-15T10:44:40.116735,Recommend a horror series that is very atmospheric.,"What type of atmosphere or tone do you prefer in a horror series? Examples (feel free to answer differently): eerie, suspenseful, dark, mysterious
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Terrifying and emotional,"What kind of emotional intensity do you prefer in a horror series? Examples (feel free to answer differently): restrained, intense, balanced
Examples (feel free to answer differently):
- more introspective and subtle
- darker and heavier
- lighter and hopeful
- slower and contemplative",Intense and emotionally gripping,"Find a horror series that is terrifying, emotional, intense, and emotionally gripping, with a dark and heavy atmosphere.",ALL
bd533e04-0323-4906-89a7-34e5c1d900eb,2026-01-16T08:24:36.868882,I want a psychological thriller.,,,,,I want a psychological thriller.,ALL
f8b04a2d-1733-4fc6-bc8c-f2b8ce82d425,2026-01-16T08:28:29.389129,I want a psychological thriller.,,,,,I want a psychological thriller.,ALL
3f767ba9-3d7e-4c3d-976c-c87b34d2355b,2026-01-16T09:46:38.903751,I want a psychological thriller.,,,,,I want a psychological thriller.,ALL
b7dd6736-f4a4-4e43-a7bb-d7d754edab7e,2026-01-16T09:50:35.715653,I want a psychological thriller.,,,,,I want a psychological thriller.,ALL
0b86ed5b-2051-47a8-8cba-0d1f921cc61e,2026-01-16T09:50:55.897889,I am looking for a classic mafia movie.,"What kind of atmosphere or tone are you looking for in a mafia movie? Examples (feel free to answer differently): gritty, suspenseful, bleak, stylish",Donker en gespannen sfeer,What kind of atmosphere or tone are you looking for in a classic mafia movie?,Donker en serieus,Classic mafia movie dark and serious,ALL
95307d2c-5487-4275-bfcb-cd67c02f8296,2026-01-16T09:51:14.745852,Recommend me a classic sci-fi book about sand.,What kind of atmosphere or tone are you looking for in a classic sci-fi book about sand?,Epic and mysterious setting,What kind of atmosphere or tone are you looking for in a classic sci-fi book about sand?,Political and mysterious atmosphere,Classic political sci-fi book involving sand,ALL
88bcb645-188e-46bd-a557-430ec570cc18,2026-01-16T09:51:30.506031,I want a romantic movie that plays in London.,"What kind of atmosphere or tone are you looking for in the romantic movie set in London? Examples (feel free to answer differently): cozy, glamorous, melancholic, whimsical","Light-hearted, romantic, funny, feel-good",,,Romantic comedy film set in London,ALL
1f15fc31-30fb-4a3e-bc28-f4d9b476f1ec,2026-01-16T09:51:42.391050,I need a dystopian novel about surveillance.,,,,,I need a dystopian novel about surveillance.,ALL
511c6ef9-1e5a-4d7c-84b4-4a58684c2565,2026-01-16T09:52:07.406986,I want a fantasy movie with a ring.,"What kind of atmosphere or tone are you looking for in the fantasy movie with a ring? Examples (feel free to answer differently): mystical, adventurous, dark, whimsical",Epic adventure in fantasy world,"What kind of atmosphere or tone are you looking for in the fantasy movie? (e.g. epic, whimsical, dark, mysterious)",Epic and magical adventure,Fantasy movie epic magical adventure ring,ALL
1449a910-6c2b-470a-9155-55870d5c6922,2026-01-16T09:52:21.229642,I look for a mystery book with a famous detective in London.,,,,,I look for a mystery book with a famous detective in London.,ALL
19300770-6f51-41cb-8c04-342c4333d3d7,2026-01-16T09:52:38.522390,I want a horror movie where sound is dangerous.,"What kind of atmosphere or tone are you looking for in the movie? Examples (feel free to answer differently): eerie, suspenseful, mysterious, unsettling","Zenuwslopend, angstaanjagend, doodstil",,,Horror movie dangerous sound silent,ALL
4bec916a-88fd-40d7-9064-b89653b0a530,2026-01-16T09:53:00.659031,I want a biography about the founder of Apple.,"What kind of tone or atmosphere are you looking for in the biography? Examples (feel free to answer differently): serious, inspirational, introspective, light-hearted",Inspirerend en soms kritisch,"What kind of themes or ideas are you looking for in the biography? Examples (feel free to answer differently): perseverance, innovation, personal sacrifice, ethical dilemmas","Innovatie, design en technologie",Biography founder Apple innovation design technology,ALL
2a743fc2-d564-4d5e-b244-ed445e7c6557,2026-01-16T09:53:22.054241,I want an animated movie about a bathhouse for spirits.,What kind of atmosphere or tone are you looking for in the animated movie about a bathhouse for spirits?,Magical and mysterious ambiance,What type of atmosphere or tone are you looking for in the animated movie about a bathhouse for spirits?,Dreamy and enchanting ambiance,Animated movie bathhouse spirits dreamy enchanting,ALL
0c675b85-59cc-4f78-8167-d66c1955d10c,2026-01-16T09:53:33.774818,I want to watch a space western.,,,,,I want to watch a space western.,ALL
6334c3ae-f698-44b1-8f7f-c1c684c0d591,2026-01-16T09:53:45.833911,Recommend a show about survival in a post-apocalyptic world.,,,,,Recommend a show about survival in a post-apocalyptic world.,ALL
bf737814-5d1f-40d0-9aba-7aa63ce1108a,2026-01-16T09:54:06.000246,I like complex political dramas with a fantasy twist.,What kind of pacing/energy do you prefer in your political dramas with a fantasy twist?,Fast-paced with intense action,What kind of pacing/energy do you prefer in your stories?,Epic and intense storytelling pace,Complex political dramas with a fantasy twist emphasizing epic and intense storytelling pace,ALL
79ea1393-d899-4960-b5b1-2d72eb3d35c8,2026-01-16T09:54:18.859784,Looking for a mystery series about the paranormal.,,,,,Looking for a mystery series about the paranormal.,ALL
746fedf1-51db-40c9-ae5d-ba288d31c154,2026-01-16T09:54:39.422725,Give me a thrilling crime series about a big robbery.,"What type of atmosphere or tone are you looking for in the series? Examples (feel free to answer differently): dark and gritty, suspenseful and intense, stylish and sophisticated, fast-paced and adrenaline-fueled",Thrilling and suspenseful heist drama,"What type of atmosphere or tone are you looking for in the crime series? Examples (feel free to answer differently): gritty and dark, stylish and sophisticated, intense and gritty, atmospheric and moody",Tense and suspenseful heist drama,Tense suspenseful heist drama series,ALL
7373bf20-e545-47bd-9540-2227d557ce08,2026-01-16T09:55:04.171750,I want a show about a lawyer.,What kind of atmosphere or tone are you looking for in a show about a lawyer?,Tragicomic and tense tone,What kind of tone or atmosphere are you looking for in a show about a lawyer?,Tragicomic and tense tone,Tragicomic legal drama TV series,ALL
aa987c73-43b4-488e-afb3-2adaca782bc4,2026-01-16T09:55:24.291020,I'm looking for a medical drama.,What type of emotional tone or atmosphere are you looking for in a medical drama?,Heartwarming and inspiring stories,"What kind of atmosphere or tone are you looking for in a medical drama? Examples (feel free to answer differently): intense, heartwarming, gritty, suspenseful",Empathetic and heartwarming portrayal,Empathetic medical drama with a heartwarming portrayal,ALL
1ce24bb5-c99d-424d-a630-8ad433d8a957,2026-01-16T09:55:41.591105,Suggest a funny sitcom about friends.,What kind of humor do you prefer in a sitcom about friends?,Witty and relatable humor,,,Funny sitcom friends witty relatable humor,ALL
03829125-4d89-4b9f-a30d-b9e3801d8d4a,2026-01-16T09:55:52.672459,I want a dramatic story about ambition and wealth.,,,,,I want a dramatic story about ambition and wealth.,ALL
f34e102d-5202-4c4c-baeb-f7d373404b45,2026-01-16T09:56:10.050183,Recommend a horror series that is very atmospheric.,"What specific tone or atmosphere are you looking for in a horror series? Examples (feel free to answer differently): eerie, suspenseful, mysterious, unsettling",Terrifying and emotional atmosphere,,,Horror series terrifying and emotional atmosphere,ALL
a9242844-eb9b-4c47-8181-59ee1223fba1,2026-01-16T10:36:58.323434,I want a psychological thriller.,,,,,I want a psychological thriller.,ALL
dc95e65f-1945-4a99-aa79-b154daaf0224,2026-01-16T10:37:19.624055,I am looking for a classic mafia movie.,"What kind of atmosphere or tone are you looking for in a classic mafia movie? Examples (feel free to answer differently): gritty and dark, stylish and glamorous, intense and suspenseful, nostalgic and melancholic",Gritty and suspenseful ambiance,"What kind of atmosphere or tone are you looking for in a mafia movie? Examples (feel free to answer differently):
- Gritty and dark
- Stylish and glamorous
- Intense and suspenseful
- Melancholic and reflective",Dark and serious ambiance,Classic mafia movie dark serious,ALL
87c12108-7abe-4740-8fb7-8a0f07407410,2026-01-16T10:37:40.534809,Recommend me a classic sci-fi book about sand.,"What kind of atmosphere or tone are you looking for in a sci-fi book about sand? Examples (feel free to answer differently): mysterious, desolate, adventurous, futuristic",Epic and political intrigue,"What kind of atmosphere or tone are you looking for in the classic sci-fi book about sand? Examples (feel free to answer differently): mysterious, adventurous, desolate, futuristic","Sand, power, epic, mysterious, political","Classic sci-fi book about sand with elements of power, epic, mystery, and politics.",ALL
7e0ced64-e70f-4c6d-b316-63b062bc4a4d,2026-01-16T10:37:59.586075,I want a romantic movie that plays in London.,What kind of atmosphere or tone are you looking for in the romantic movie set in London?,"Luchtig, romantisch, grappig, feel-good","What kind of atmosphere or tone are you looking for in a romantic movie set in London? Examples (feel free to answer differently): cozy, elegant, whimsical, melancholic","Feel-good, romantic, luchtig",romantic movie London feel-good,ALL
323e677d-9cd3-4925-be4b-c4d008555d02,2026-01-16T10:38:11.708853,I need a dystopian novel about surveillance.,,,,,I need a dystopian novel about surveillance.,ALL
